timestamp_s,engine_rpm,vehicle_speed_kph,throttle_position_pct,coolant_temperature_c,intake_air_temperature_c,engine_load_pct
558,2797,39.2,14.4,93.9,28.2,20.1
559,3084,40.8,36.7,94.0,28.3,43.1
560,2935,40.9,14.3,94.0,28.1,23.1
561,3004,41.6,26.0,93.9,28.3,33.9
562,2954,41.8,12.3,93.8,28.1,21.7
563,3084,42.9,29.2,93.8,28.8,35.9
564,3109,43.7,25.6,94.0,28.5,31.0
565,3111,44.3,25.4,93.7,28.5,28.9
566,3152,44.9,24.2,93.8,28.5,31.2
567,3149,45.1,16.8,93.9,28.3,23.7
568,3157,45.5,22.9,93.8,28.0,28.2
569,3174,46.1,23.3,93.9,28.1,29.4
570,3171,46.1,11.8,93.8,28.0,19.1
571,3046,46.2,15.8,93.9,28.2,22.4
572,3305,47.1,29.6,94.0,28.2,35.7
573,3317,47.6,20.3,93.8,28.3,26.8
574,3433,48.4,27.9,93.7,28.4,32.9
575,3333,48.8,23.9,94.0,28.6,29.2
576,3110,47.2,3.0,93.8,28.2,14.3
577,3064,46.0,2.2,93.7,28.5,13.7
578,2959,44.4,2.2,93.8,28.3,13.0
579,2878,42.9,2.9,93.7,28.5,13.2
580,2796,40.7,3.0,93.9,28.1,13.7
581,2750,38.9,2.2,93.9,28.3,14.4
582,3416,36.8,3.0,93.8,28.4,12.9
583,3169,34.6,2.0,94.0,28.5,12.3
584,3080,32.6,3.0,93.9,28.4,13.6
585,2962,30.7,2.1,93.8,28.8,11.5
586,2798,29.1,2.9,93.8,28.3,11.8
587,2749,27.3,2.6,93.9,28.5,10.1
588,2423,24.6,1.8,93.7,28.8,15.9
589,2463,23.4,2.6,93.9,28.6,15.0
590,2280,21.9,1.5,93.9,28.6,14.3
591,2088,19.5,2.1,93.9,28.8,12.9
592,2793,17.1,2.3,94.0,28.9,14.5
593,2570,14.9,1.9,93.7,29.0,11.5
594,2282,13.2,2.4,93.9,29.2,13.5
595,2115,11.3,3.6,94.1,29.0,12.5
596,1802,8.6,3.2,93.8,29.0,12.5
597,1496,6.7,2.6,93.8,29.0,12.4
598,1342,5.1,2.9,93.8,28.8,16.4
599,1125,2.7,2.7,94.0,29.1,14.1
600,809,0.0,2.0,93.9,30.7,11.7
